주요 업무,자격요건 및 우대사항
 UIUX 서비스 기획 사용자 경험 데이터 기반 분석 및 서비스 개선 APP 플랫폼에 대한 다양한 요구사항 도출 및 반영 개발영업 등 타부서와 커뮤니케이션 및 협업, 모빌리티 분야의 APP WEB 등 프로덕트 기획 경험자 QA를 진행한 경험있으신 분 커뮤니케이션 능력이 우수한 분 주도적으로 프로덕트를 기획하고 런칭하여 성장할 수 있는 분 다양한 유관부서와 커뮤니케이션 경험이 많으신 분 다양한 서비스플랫폼의 기획 및 운영 경험이 있으신분 프론트 서비스 및 백엔드 구조 이해를 바탕으로 기획 역량이 있으신 분 데이터를 분석하여 UX를 평가하고 서비스를 개선해 본 경험이 있으신 분 새로운 서비스를 생각하고 고객의 불편함을 찾아 해결하는 것을 좋아하시는 분
 데이터를 기반으로 문제를 해결하고 금융 소비자에 대한 이해를 바탕으로 서비스의 세부 정책을 기획설계하고 기능을 개선합니다 프로젝트들의 세부 일정을 관리하고 사내 부서간 리소스를 조율합니다, 서비스기획PM 분야에서 3년 이상의 경력을 보유한 분 Product Market Fit을 찾고 수익을 창출하는 서비스와 프로덕트를 만들기 위해 성장 가설을 수립하고 검증에 익숙한 분 기획 개발 디자인 법무 전략 플랫폼 등의 다양한 직군의 관계자들과 원활한 커뮤니케이션을 통해 전사적으로 효율적인 리소스 활용이 가능하도록 각 프로젝트들의 일정 조율을 적극적으로 하는 분 사용자 데이터 분석 기반으로 서비스를 개선하여 성공 또는 유의미한 실패 경험을 해본 분 모바일 금융핀테크플랫폼 서비스 출시 등에 대한 운영 경험을 보유한 분 금융제도의 변화와 시장에 대한 이해가 높은 분디셈버 멤버 인터뷰 모두가 누릴 수 있는 맞춤형 금융 서비스를 만들다 httpswwwyoutubecomwatchvUY4_1OPMI9U
 피처링B2B SaaS 및 시나몬인플루언서 전용 서비스 서비스 프로젝트 기획 및 운영 피처링 및 시나몬 프로덕트 전략 및 로드맵 수립 피처링 엔터프라이즈 서비스 관리 프로덕트 UX 비즈니스 고객의 요구사항을 분석하고 과제 도출 및 실행 주요 지표관리 및 데이터 분석 기반 인사이트 도출 프로덕트 운영 및 개선 VOC 응대 장애대응 등, 경력 3년 이상의 서비스기획 Product Manager Product Owner 경험을 보유한 분 서비스 전략 및 로드맵을 구체화하고 실제 서비스에 반영하는 전 과정을 경험한 분 마케팅 및 데이터 솔루션 등 유사 서비스 기획 경험 있는 분 담당 업무에 대해 책임감을 가지고 주도적으로 운영 개선해 나갈 수 있는 분 합리적인 의사결정과 논리적인 대화 체계적인 문서화가 가능한 분 디지털 마케팅 및 인플루언서 시장트렌드에 대한 지식을 보유한 분 B2B 비즈니스 및 제품 운영기획 경험이 있는 분 글로벌 경험 우대 리서치 및 학습 속도가 빠른 분 마케팅 및 커머스 도메인에 대한 높은 이해와 분석 능력을 보유한 분 대규모 프로젝트 리딩 경험이 있는 분목표  범위설정 리스크 관리 일정 관리 데이터 기반의 서비스 전략수립 경험이 있는 분 적절한 협업툴을 활용하여 업무 효율을 개선한 경험이 있는 분 영어 혹은 일본어 능통자
벳칭 프로덕트 기획 및 관리 전사 프로덕트의  UX 기획 및 프로젝트 팀 조직 운영 프로덕트 시나리오 설계 및 스토리 보드 작성 등 상세 서비스 정책 프로덕트의 가치 산출 및 OKR 지표 산출 프로덕트 개발 우선 순위 지정 경쟁사 분석 및 BM을 반영한 Product 서비스 기획 사용자 리서치 AB 테스트 등 고객 요구 사항 분석  정량 정성적 분석을 통해 서비스 개선점 도출 및 적용 개발 영업 CS 디자인 등 유관 부서와의 업무 협조를 통한 서비스 출시와 개선, 3년 이상 PO 경력을 보유하신 분 서비스의 기획부터 출시까지 소프트웨어 기획부터 운영까지 전반적인 프로젝트 리드 경험하신 분 서비스 정책 정의 사업 전략에 맞춘 우선 순위 수립 프로덕트 주요 지표 설정 등의 프로덕트 관리 경험이 있으신 분 서비스 디자인 개발자들과의 협업을 위한 커뮤니케이션이 가능하신 분 수집된 서비스 데이터와 사용자 피드백을 활용해 정량 정성적 분석을 통해 서비스 개선점 도출 가능하신 분우대 사항 프로덕트 관리 및 팀 조직 운영 경험을 보유하신 분  헬스케어 서비스와 플랫폼 기획 및 운영을 경험하신 분  병의원 프로그램 구축 혹은 병원 정보 시스템HIS EMROCS 기획 경험을 보유하신 분 의료 환경의료인들의 요구사항 병원 장비 등 외부 시스템 연동 병원 별 기초 데이터 구축 EMROCS Flow 등에 대한 이해도가 높으신 분 B2C 서비스 기획 및 운영 경력이 있는 PM 또는 그에 상응하는 역량을 보유하신 분
제품 개발 관점 아이디어와 요구사항을 바탕으로 개발 대상 기능의 요구사항 및 스펙을 구체화한 PRDProduct Requirement Document 작성 제품 개발을 위한 리서치 및 솔루션 사용자의 니즈 또는 문제점 파악 제품 개발 과정 중 발생하는 다양한 의사 결정 및 결과물에 대한 오너쉽제품 관리 및 제품 개발 조직 관점 제품 개발을 위한 로드맵 및 스프린트 관리 제품 개발 관련 아이디어 및 요구사항 간의 우선순위 정리 각 부서 유관 담당자와 함께 제품을 효율적으로 만들어가기 위한 제품 개발 프로세스 수립 및 운영 Sales Customer Success 등 유관 부서와의 협업을 위한 프로세스 수립 및 운영 제품 관련 KPI 설정 및 관리 제품 내 사용자 행동 분석을 위한 데이터 설계 및 분석을 통한 제품 개선 아이디어 도출, 관련 직무에서 3년 이상의 경력이 있거나 그에 준하는 경험을 보유하신 분 구조적논리적인 사고 능력과 문제 해결 능력을 갖추신 분 낯선 개념을 빠르게 학습하고 이해할 수 있는 분 탁월한 커뮤니케이션 및 협업 능력을 갖추신 분 담당 업무에 대한 책임감과 능동적인 태도를 갖추신 분 AdTech 업계에 대한 전반적인 이해 및 관련 업종의 근무 경험모바일 마케팅 성과 분석 등이 있으신 분 PM 혹은 다른 역할로서 디지털 제품을 만드는 과정에 참여해본 경험이 있으신 분 퍼포먼스 마케팅 또는 광고 운영 성과 분석 경험을 갖고계신 분 AdTech 혹은 MarTech 관련 솔루션의 온보딩 또는 활용 경험이 있으신 분 기술과 데이터에 대한 이해도 및 관심도가 높으신 분 영어 비즈니스 커뮤니케이션 및 외국어 활용 능력이 높으신 분
 모빌리티 생태계 내 다양한 서비스 기획 업무 수행,에 다소 부족해도 업무에 대한 열정 오너쉽 태도가 월등히 좋으며 배움의 의지가 강하신분
 서비스 정책기능 정의 프로세스 수립 및 관리 등 전반적인 서비스 기획업무 , 5년이상의 서비스 기획 또는 Product owner 경력 새로운 도메인 지식에 대한 습득이 빠른 분 정산 회원 등의 서비스 ux 및 정책 백오피스 화면 설계 경험 회사 내외부 협업 관계의 다양한 조직간 커뮤니케이션 경험 slack jira confluence등 협업 도구 사용 Figma 활용 가능자서비스의 특정 파트 뿐만 아니라 전반적인 서비스 관점의 시야로 기획 업무 수행 커뮤니케이션 태도와 스킬 협업 능력이 좋은 분 신규 서비스의 요구사항 정의 부터 개발 완료까지의 경험 시스템을 이해하고 플로우를 파악하는 능력 
 신규 개발 중인 헬스케어 서비스의 POProduct Owner로서 기획 및 운영 서비스 시나리오 설계 및 화면구성 프로덕트서비스사용자 경험 디자인, PC Mobile 웹 앱등의 환경에서 3년 이상 서비스 기획을 경험 하신 분  특정 사용자군에 대한 Research를 통해 서비스 방향성 수립 가능 하신 분  서비스의 기획부터 출시까지 기획디자인개발검증운영 전반적인 프로젝트 리드 가능하신 분 서비스 정책 정의 사업전략에 맞춘 우선순위 수립 주요 지표 설정 등의 업무 수행 가능하신 분 수집된 서비스 데이터와 사용자 피드백을 활용해 정량정성적 분석을 통해 서비스 개선점 도출 가능하신 분포트폴리오 제출 필수 사용자 입장에서 깊게 고민하고 사용자의 불편사항과 태스크를 분석하여 프로덕트의 UX 설계를 할 수 있는 분 많은 사용자들을 대상으로 하는 서비스의 기획 및 운영을 경험하신 분  서비스 초기 기획부터 출시 및 운영 까지 프로젝트의 전체 단계를 경험하신 분  헬스케어 서비스와 플랫폼 기획 및 운영을 경험하신 분
게임 클라이언트서버기획 아트 등 다양한 직군들과 협업을 통해 새로운 게임 기능을 만드는 역할게임에 필요한 구조 설계 및 개발 효율적인 업무를 위한 툴 개발 등게임기획게임 분석을 통한 이슈 제시 및 개선안 기획게임 컨텐츠 개발 컨텐츠 디자인 시스템 설계 등,클라이언트서버좋은 디자인과 아키텍처를 추구하며 주어진 문제를 해결하기 위해 다양한 기술을 탐색하고 연구하는 적극적인 자세를 가지신 분기술적 정보를 다양한 직군의 동료에게 명확하게 설명할 수 있는 커뮤니케이션 능력을 가지신 분게임기획자신의 아이디어를 정확히 전달할 수 있는 문서 작성 이미지화 능력이 있으신 분주어진 문제를 해결하기 위해 다양한 기술을 탐색하고 연구하는 적극적인 자세를 가지신 분이공계열 정보처리 분야 석사학위 취득자 또는 석사졸업예정자
플랫폼 사업 운영 및 지표매출손익 관리 플랫폼 운영 단의 경영계획 수립 및 실적 관리 연간월간 계획 수립 플랫폼 매출 데이터 분석 통한 향후 운영 전략 수립 계획 기반 팀별 달성 목표 수립 및 관리 손익 추정 및 지표 관리 시장경쟁사 분석 및 벤치마킹 자료 분석, 경영관리매출손익 및 경영기획전략기획 관련 업무 경험 57년 이상 보유자 온라인 커머스 플랫폼 운영 경험 보유자 최소 1년 이상 단위 사업에 대한 매출기획 및 손익분석 경험 보유 조직 별 KPI 관리 경험 보유자 기획 보고서 작성 능력 우수자 관련 부서 담당자들과 커뮤니케이션 역량 보유자 다양한 유형의 서비스 경험자 우대 헬스케어 카테고리 경험자 우대
 고객이 Jober를 사용하면서 문의하는 것에 대해 안내하고 이를 기록해 요청이 많은 사항을 UX에 반영 또는 가이드를 만들어 고객 스스로 Jober를 잘 사용할 수 있도록 시스템을 개선합니다 고객이 필요로 하는 사항을 리스트업해서 가장 요청이 많이 오는 사항을 개발할 수 있게 기획을 하는 업무를 합니다 고객사의 요청사항 중 자동화가 개발되지 않은 부분을 수동으로 업무를 처리해 고객의 요구사항을 만족시키면서 본인이 업무를 자동화할 수 있도록 개발사양을 정리해 개발팀과 협업합니다 업무 고객 상담 및 시스템 운영 40  기획 업무 40  기타 업무 20, B2B  B2C IT Service에 이해도가 높고 IT 시스템 사용에 능숙한 분  고객사의 요청사항을 귀담아 듣고 원활한 의사소통이 가능하신 분 사업관리 서비스 운영 고객 대응 등 업무 융통성을 갖추신 분 IT 서비스에 대한 기술적인 이해도가 높은 분 명확하고 간결한 표현으로 의사를 전달하는 능력 IT 서비스 운영 기획 개발 경험 인사 업무 관련 경력 채용 업무 관련 경력 SQL Tableau 등 데이터 추출 및 분석 가능하신 분
 전기차 충전 사업 운영 조직 리드 정기 점검 및 현장 이슈 대응 등 전국 단위 충전 시설 충전 공간 관리 충전기 운영데이터 모니터링 및 분석을 통한 이용률 증진 장애 예방운영 효율성 증진을 위한 파트너쉽 IT 서비스 도입 등 운영 개선 PJT 수행대고객 커뮤니케이션 및 CX 정책 수립운영콜센터 및 현장 대응 파트너사 관리,전국 단위로 산재한 시설 또는 실물자산을 이용한 서비스 운영 경험을 보유하신 분데이터에 기반하여 문제를 파악하고 운영에 적합한 지표를 도출하여 서비스 품질 향상을 주도적으로 수행해 보신 분VoC에 기반하여 신속하게 운영 이슈를 대응하거나 사용자 관점으로 이용 경험을 향상시킨 이력을 보유하신 분 대내외 조직 및 기관과 적극적인 협업을 수행하고 파트너사를 관리한 경험을 보유하신 분동료 간 수평적인 구조를 중시하고 의견을 표현하는데 주저함이 없으며 다양한 팀과의 협업을 위한 커뮤니케이션이 원활하신 분 5인 이상 조직에서 조직인력 관리 미션 관리 구성원 피드백 등 리더 경험을 보유하신 분새로운 시도와 실패를 두려워하지 않는 도전적인 성격을 지니신 분 전기차 충전 서비스 운영 관련 경험을 보유하신 분모빌리티 또는 신재생에너지 관련 인더스트리에서 서비스 운영 관련 경험을 보유하신 분전기공학 관련 전공 또는 전기기사 등 관련 자격증을 보유하신 분조직 신설 경험 및 주니어 육성 관련 경험을 보유하신 분창업 혹은 스타트업 관련 커리어를 보유하신 분
오프라인 비즈니스에 대한 높은 이해도를 바탕으로 사업 전반의 영역을 지원  관리하여 사업 확장에 기여합니다Business 지표 관리 Sales Service Customer data VOC채용 및 운영 주도 채용 보상 교육지점 표준 메뉴얼 제작 및 관리Busienss 정책 수립 및 관리지점 Contents 및 온오프라인 마케팅 운영관리,5년 이상 오프라인 비즈니스 관리자 경험스타트업 기획 전략 경험 보유조직 리딩 경험 보유문제 해결 역량오프라인 비즈니스 구조에 대한 높은 이해도Sales와 Management 영역 전반의 폭넓은 경험MS Office 활용 역량 우수Communication 역량 우수
 신규 개발 중인 헬스케어 서비스의 POProduct Owner로서 기획 및 운영 서비스 시나리오 설계 및 화면구성 프로덕트서비스사용자 경험 디자인, PC Mobile 웹 앱등의 환경에서 3년 이상 서비스 기획을 경험 하신 분  특정 사용자군에 대한 Research를 통해 서비스 방향성 수립 가능 하신 분  서비스의 기획부터 출시까지 기획디자인개발검증운영 전반적인 프로젝트 리드 가능하신 분 서비스 정책 정의 사업전략에 맞춘 우선순위 수립 주요 지표 설정 등의 업무 수행 가능하신 분 수집된 서비스 데이터와 사용자 피드백을 활용해 정량정성적 분석을 통해 서비스 개선점 도출 가능하신 분포트폴리오 제출 필수 사용자 입장에서 깊게 고민하고 사용자의 불편사항과 태스크를 분석하여 프로덕트의 UX 설계를 할 수 있는 분 많은 사용자들을 대상으로 하는 서비스의 기획 및 운영을 경험하신 분  서비스 초기 기획부터 출시 및 운영 까지 프로젝트의 전체 단계를 경험하신 분  헬스케어 서비스와 플랫폼 기획 및 운영을 경험하신 분
게임 클라이언트서버기획 아트 등 다양한 직군들과 협업을 통해 새로운 게임 기능을 만드는 역할게임에 필요한 구조 설계 및 개발 효율적인 업무를 위한 툴 개발 등게임기획게임 분석을 통한 이슈 제시 및 개선안 기획게임 컨텐츠 개발 컨텐츠 디자인 시스템 설계 등,클라이언트서버좋은 디자인과 아키텍처를 추구하며 주어진 문제를 해결하기 위해 다양한 기술을 탐색하고 연구하는 적극적인 자세를 가지신 분기술적 정보를 다양한 직군의 동료에게 명확하게 설명할 수 있는 커뮤니케이션 능력을 가지신 분게임기획자신의 아이디어를 정확히 전달할 수 있는 문서 작성 이미지화 능력이 있으신 분주어진 문제를 해결하기 위해 다양한 기술을 탐색하고 연구하는 적극적인 자세를 가지신 분이공계열 정보처리 분야 석사학위 취득자 또는 석사졸업예정자
마케팅마케팅 전략마케팅 기획마케팅 외주업체 관리미디어 바이럴 매체 등 마케팅IT 기획서비스 기획 및 운영IT 기능 명세서 작성고객 피드백을 통한 개선 사항 기획부동산개발투자상품 기획투자대상 부동산 발굴부동산 임대 및 매입시장조사  통계조사금융기관 자문사 협력사 협의개발문서 대내외 업무수지분석 및 원가 분석개발 업무 전반,마케팅 해당 업무 경력 5년 이상미디어콘텐츠 포트폴리어 제출웹 운영 경력 7년 이상 또는 그에 준한 경험부동산개발 관련 경력 7년 이상미디어 바이럴 매체 등 마케팅 관련 경험자제품 초기 기획부터 참여하여  웹 서비스 런칭 경험이 있는 분결제 모듈 관련해서 설계 및 도입해보신 분토스 아임포트 등AWS를 다양하게 이용해 보신 분부동산 투자 시행관련 경험있는 분개발사업 관련 경험 있는 분시행사업 관련 경험 있는 분
마케팅마케팅 전략마케팅 기획마케팅 외주업체 관리미디어 바이럴 매체 등 마케팅IT 기획서비스 기획 및 운영IT 기능 명세서 작성고객 피드백을 통한 개선 사항 기획부동산개발투자상품 기획투자대상 부동산 발굴부동산 임대 및 매입시장조사  통계조사금융기관 자문사 협력사 협의개발문서 대내외 업무수지분석 및 원가 분석개발 업무 전반,마케팅 해당 업무 경력 5년 이상미디어콘텐츠 포트폴리어 제출웹 운영 경력 7년 이상 또는 그에 준한 경험부동산개발 관련 경력 7년 이상미디어 바이럴 매체 등 마케팅 관련 경험자제품 초기 기획부터 참여하여  웹 서비스 런칭 경험이 있는 분결제 모듈 관련해서 설계 및 도입해보신 분토스 아임포트 등AWS를 다양하게 이용해 보신 분부동산 투자 시행관련 경험있는 분개발사업 관련 경험 있는 분시행사업 관련 경험 있는 분
