주요 업무,자격요건 및 우대사항
 Subscription기반의 의료dental서비스 플랫폼 내 백엔드 개발 다양한 제품군 간에 데이터 및 컨텐츠를 공유하는 contents sharing service의 백엔드 개발 그 외 web기반의 신규 productservice개발을 위한 백엔드 기술 연구 및 개발 Jenkins AWS 통한 서비스 컨테이너 배포 및 관리, 웹 개발 경력 3년 이상 또는 그에 준하는 실력을 보유하신 분 전체 기간이 백엔드 개발 경력이 아니어도 무방 Ruby on Rails ExpressNestJS Django등 백엔드 프레임워크 사용에 능숙하신 분 HTTP 통신에 대한 기본적인 이해 RESTful API에 대한 설계나 개발 경험이 있으신 분 Docker 및 Container에 대한 이해 및 사용이 가능하신 분 Git의 작동원리를 이해하고 사용에 능숙하신 분 CICD 및 DevOps에 대한 이해가 있으신 분 이공학 학사 이상 학위 소지 또는 그에 준하는 연구개발 경험이 있으신 분 Ruby on Rails를 통해 서비스를 직접 작성 및 배포 해 본 경험이 있으신 분 관계형 Database에 대한 이해가 있고 직접 서비스를 위한 DB 구조 설계를 해 본 경험이 있으신 분 서비스 초기 설계부터 개발 출시 운영의 경험이 있으신 분 고도화된 웹 어플리케이션의 제작 경험이 있으신 분 테스트 주도 개발 방법론을 따라 성공적인 개발 경험이 있으신 분 AWS GCP Azure 등에서 Cloud 서비스를 배포 및 운영해 보신 경험이 있으신 분 Container Orchestration 기반 서비스를 베포 및 운영해 보신 경험이 있으신 분 ECS EKS Docker Swarm Kubernetes etc 프론트엔드 사이드의 기술개념에 대한 이해와 기본적인 개발 능력을 가지신 분
 리엑트로 되어 있는 CDS임상의사결정지원 시스템 및 노코드 빌더의 기능 개발 2주 단위 애자일 스프린트로 기능개발 및 요구사항에 대한 의견을 제시합니다 하위 컴퍼넌트 요구사항을 정리하여 신입 및 외주 개발자에게 전달 합니다 리액트 앱과 노코드 빌더 간에 재사용 가능한 컴포넌트를 추출합니다 UIUnit 테스트 코드를 작성합니다 Stodybook  Jest, 자기에게 부여된 역할이나 업가 지나치게 많거나 적을 때 유연하게 주도적으로 관리할 수 있는 능력 예 프로젝트를 제안함 할당된 프로젝트의 분산을 요청 한국어와 영어 커뮤니케이션 스킬영어 필수 디자이너와 다른 개발자와 원격으로도 팀으로써 소통할 수 있는 능력 Typescript React 파이썬 장고 개발 경력 헬스케어 관련 경력
 디지털 광고 플랫폼솔루션서비스 개발 프로젝트 리딩 요구 분석 시스템 설계 및 프로젝트팀 리딩 자체 광고 솔루션 개발 및 유지 보수 프론트백 엔드 서버 등 개발 및 운영 총괄 프레임워크 세팅 및 공통모니터링 도구 작성 서비스에 적합한 인프라를 선정하고 구축 클라우드 비용 최적화 최신 기술 트렌드 파악 및 적용 검토 업무 프로세스 문서화 및 팀원들 기술 교육, 7년 이상의 개발 경험nodejs java c PHP java nodejs 등이 있는 분 프로젝트 리딩 경험이 있는 분 서비스 런칭 및 운영 경험이 있는 분 어플리케이션솔루션엔터프라이즈 설계자 역할이 가능한 분 비즈니스제품기술 과제에 대해 전략적 사고판단 능력이 있는 분 문제 해결을 위한 최적의 도구를 선택할 수 있는 분 시스템 분석 및 설계 가능한 분 Container 기반 환경에 대한 경험이 있는 분 IT 관련 학과를 졸업한 분 광고 플랫폼 설계 및 개발 경험이 있는 분 대용량 시스템 설계 및 개발 경력이 있는 분 유연하고 효과적인 커뮤니케이션 능력이 있는 분 팀원들과 잘 소통하여 프로젝트 리딩이 가능한 분 긍정적인 마인드와 열린 자세를 가진 분 포트폴리오 및 git 제출한 분
 레어데이터 Fullstack Engineer은 주로 이런 일을 담당해요 임상연구 솔루션의 클라이언트 서버 신규기능 개발 및 고도화 기존 시스템의 취약점을 파악하여 개선 기획자 디자이너와 협력하여 제품 기획 구체화, 이런 휴먼이라면 시너지를 낼 수 있어요 2년 이상의 NodeJS 경험이 있으신 분 1년 이상의 Typescript 경험이 있으신 분 1년 이상의 React 경험이 있으신 분 MongoDB 경험이 있으신 분 NestJS 경험이 있으신 분 reactquery 활용 경험이 있으신 분 AWS 사용 경험이 있으신 분
 업무 자사 서비스Onfit Selvy Checkup 개발, Java 기반 Web Application 개발 경험 5년 이상 보유하신 분 Springframeworkspring springboot 개발 경험 및 이해가 가능하신 분 RDBMSMySQL Oracle MSSQL등 연동 개발이 가능하신 분 RESTful API 경험자을 보유하신 분 클린코드와 리팩토링에 관심이 있으신분 Front Frameworkvuejs reactjs 경험하신 분 AWS 서비스 연동을 경험AWS인프라 구축 및 배포경험하신 분 PL을 경험하신 분 PM업무 수행 경력이 있거나 수행이 가능하신 분
 리디북스 및 리디셀렉트 백엔드 서비스 개발 플랫폼 내 백오피스 서비스 개발, 백엔드 개발 경력 3년 이상 또는 그에 준하는 경험을 가지신 분 AWS Nodejs Typescript MySQL 기반 웹 어플리케이션 개발이 가능하신 분 웹 프로토콜 및 인프라에 대한 이해를 갖추신 분 대용량 트래픽을 위한 설계 및 구현에 대한 이해를 갖추신 분 웹툰 게임 등의 콘텐츠 서비스에 경험이나 관심이 있으신 분 당장의 해결도 중요하지만 보다 근본적인 문제에 대해 고민하시는 분 이전 보다 더 나은 결과물을 위해 고민하시는 분 동료를 신뢰하고 신뢰받을 수 있는 분
 AWS를 통해 laaS 모델의 서버 운영 유저 서비스에서 사용되는 다양한 API 개발 및 관리 백엔드 아키텍쳐 설계 및 개선, 컴퓨터 및 소프트웨어 공학 학사 이상 Nodejs  Python 언어 사용 가능하신 분 APIREST GraphQL 설계 및 최적화 가능하신 분 클라우드 환경에 대한 이해가 있으신 분 Database design에 대한 이해가 있으신 분 AWS에 대한 경험이 있으신 분 Computer Science 지식에 대한 깊은 이해가 있는 분 오픈소스 개발 경험이 있으신 분 다양한 Database에 대한 이해를 바탕으로 용도에 맞는 최적의 DB 선택 및 설계가 가능하신 분
지능형 솔루션 백엔드 시스템 개발분석서버관리 데이터 저장관리    NodeJSTypescript RestAPI WebSocket MariaDB      현재 NodeJS로 되어 있으나 향후 개발 언어 변경 가능스킬현재 기준  NodeJSTypescript MariaDB REST API WebSocket,컴퓨터 관련 학과37년 경력개발자핵삼역량성실성 윤리의식 성장지향성 계획성 적응성 창의성 협동심공통역량언어 및 프레임워크 전환에 열려 있는 분소통 및 의사 전달에 문제 없는 분DB 스키마 설계 및 쿼리 작성 경험자대용량 처리Web Frontend React 간단 개발 경험자
Web 백엔드 서비스 개발 관련 업무 수행TMSrealTime Management System 플랫폼 서비스 웹백엔드 개발업무 수행,대졸학사이상경력 5년이상팀장 경험자2년 이상웹 어플리케이션 개발 유경험자Go Lang 개발 경험자 또는 관심자Linux 환경에서 개발 및 서버 운영 경험현장 업무 추진출장 등이 가능한 자컨테이너기반 MSA기반 서비스 경험자오픈소스 소프트웨어 활용 경험
 MSA 서비스 구현  공통 개발 설계 분석   java spring boot를 활용한 다양한 개발    message 기반 서비스 이해    github svn    REST API 설계 경험    eclipse maven    harbor argocd 사용    elasticsearch kafka, JAVA 혹은 개발 경력 7년 이상인 분 Spring framework Spring Boot 이해도가 높으신 분 CICD를 통한 빌드 테스트 배포 자동화에 대한 환경을 이해하시는 분 손해 생명 보험 도메인 경험자 다양한 Open Source 경험 Middleware 경험이 다양한 분 주어진 문제에 주체적이신 분
BackEnd 디지털 광고를 집행하기 위한 광고 서버 시스템 개발 비즈니스 로직 연구 개발 클라우드 서비스AWS를 기반으로 한 아키텍처 설계 구현 OpenRTB DSP 개발  유지보수 AWS Cloud Infra 구성 관리 및 EKSECS 환경 셋팅 SQL  MongoDB  Redis 핸들링 외부 솔루션 연동 모듈 개발, 7년 이상의 BackEnd 개발 유경험자 nodejs java c 등 Restful API에 대한 이해 및 개발 경험이 있는 분 Cloud Infra에 대한 이해가 있는 분 Linux 시스템에 대한 기본 지식이 있는 분 Container 기반 환경에 대한 경험이 있는 분 IT 관련 학과 졸업자 광고 플랫폼 설계 및 개발 경험이 있는 분 대용량 시스템 설계 및 개발 경력이 있는 분 항상 실험하며 지식을 공유하는 분 팀 리뷰를 통해 같이 일하는 습관을 가진 분 포트폴리오 및 git 제출한 분 Fullstack 개발이 가능한 분
 백엔드 아키텍처 설계 및 개선 MSA 기반의 서비스 개발 프론트엔드백엔드 API 서버 개발 운영 대용량 데이터를 실시간으로 처리하는 아키텍처 설계 구축 운영 문제 해결을 위해 새로운 기술 검토 도입 오토위니 개발 그룹을 소개합니다  오토위니가 운영 중인 플랫폼을 관리하는 개발그룹은 백엔드프론트엔드 개발자 총 16명으로 구성되어 있습니다 플랫폼오토위니 옥션위니 위니로지스 등에 따라 세부 조직이 구성되어 있습니다 협업 툴을 통한 효율적인 업무 관리를 선호합니다 Jira Confluence Figma 등 DevOps 문화를 정착하고자 합니다 코드 리뷰 세션을 통해 개발 지식 공유에 힘쓰고 같이 성장하고자 합니다 원한다면 서버 DB 네트워크 등 업무 전환도 가능합니다 플랫폼을 만드는 모든 구성원과의 소통과 협업이 원활합니다 전체 , Java Spring Framework 기반 실무 개발 경력 5년 이상 주도적으로 백엔드 아키텍쳐를 설계해본 경험이 있으신 분 AWS 등 클라우드 환경에서 서비스 개발운영 경험이 있으신 분 유저가 겪는 문제점을 찾고 기술로 해결하는데 관심 있으신 분 Jira Confluence 등 협업툴 사용에 익숙하신 분 아키텍처 변경에 따른 마이그레이션 경험이 있으신 분 꾸준한 학습과 내가 아는 것을 공유하는 것을 좋아하시는 분
1 마케팅 솔루션그루비의 신규 기능 및 설계 및 구현  사업부 전략 및 비즈니스 목표를 이해하여 그에 맞는 개발 프로젝트 목표 설정 및 실행   팀원들의 역량 및 ,1 웹 서비스FrontendBackend에 대한 Java 개발 경력 9년 이상  Spring SpringBoot Javascript jquery json 개발 경험  AWS GCP 등의 클라우드 컴퓨팅 엔지니어링에 대한 이해 또는 개발 경험  NoSQLMongoDB 등 및 RDBMSPostgreSQL MariaDB 등 활용 개발 경험  Git을 활용한 형상관리 활용 경험2 자사 솔루션 또는 자사 서비스 개발 및 개발 팀 리딩 경험   SaaS에 대한 기술 및 비즈니스 이해 및 개발 경험  애자일 또는 스프린트 방식의 개발 경험 및 팀 리딩 경험3 기타 다양한 유관 업무 부서 직군 직급과의 업무 소통 및 조율 경험4 개발팀 관리 매니징만을 전담하는 것이 아닌 실제 개발프로그래밍 실무 역량 보유 다양한 직군과의 원활한 커뮤니케이션이 가능하신 분 개발팀 리딩 및 팀원의 기술 역량 관리가 가능하신 분 실사용자용 자사 서비스를 런칭하여 운영해보신 분 외국어 영어로 되어 있는 해외 개발 문서를 이해할 수 있는 능력
