주요 업무,자격요건 및 우대사항
 CMP OpenStack 개발 및 제품 커스터마이징 제품 딜리버리  ,  Springboot 경험이 있으신 분   좋은 동료와 함께 오케스트로의 클라우드 표준화 목표를 성취하고 싶으신 분 
 클라우드 모니터링 솔루션 개발   솔루션 커스터마이징 개발  데이터 연동 및 가공,  Java SpringBoot 개발 경력 5년 이상이신 분  Kafka를 이용한 개발 경험이 있으신 분   Open Search Elastic Search를 이용한 개발 경험이 있으신 분  Docker K8s에 대한 활용 경험이 있으신 분
 개인 맞춤형 건강관리 서비스를 제공하는 롯데헬스케어플랫폼 신규 개발 회원 상품 주문 정산 등 e커머스 기능의 백엔드 플랫폼 개발 대용량 트래픽에도 안정적인 서비스를 위한 시스템 설계 및 개발 이러한 업무를 수행할 수 있는 개발 조직을 빌딩하고 리딩, 이커머스 관련 백엔드 서버 개발 경력 6년 이상 또는 그에 준하는 역량을 보유하신 분 데이터베이스 스키마 설계에 대한 깊은 이해를 가지신 분 한 가지 이상의 프로그래밍 언어에 대해 1시간 이상 설명을 할 수 있으신 분 자신이 사용한 기술과 라이브러리 프레임워크의 동작 원리를 이해하고 계신 분 내가 제안한 설계와 내가 개발한 코드에 대한 비판에도 열린 커뮤니케이션이 가능한 분 서비스와 사용자 중심의 관점과 유연한 커뮤니케이션 역량을 보유하신 분 팀원들과 함께 성장 하기 위해 노력하시는 분 주도적으로 문제를 해결하고 개선해오신 분 e커머스 관련 서비스를 개발해 본 또는 준하는 경험을 하신 분 대용량 트래픽을 처리할 수 있는 백엔드 시스템을 개발하고 운영해본 분 AWS GCP 등 Cloud 환경에서 비용 최적화를 위해 노력해보신 분 헬스케어 도메인에서 무언가를 이뤄보고 싶으신 분 단순하게 반복되는 업무로 고생하는 나와 동료를 위해 누가 요청하지 않았어도 프로세스 개선을 제안하거나 자동화 솔루션을 개발해보신 분 신규 개발팀을 신설해보았거나 개발팀을 리딩해보신 분
 개인 맞춤형 건강관리 서비스를 제공하는 롯데헬스케어 플랫폼 신규 개발 회원 상품 주문 정산 등 e커머스 기능의 백엔드 서비스 개발 유전자 분석 정보 건강 정보 등 맞춤형 건강 관리를 위한 시스템 연동 및 서비스 개발 대용량 트래픽에도 안정적인 서비스를 위한 시스템 설계 및 개발, 선정에 합리적인 기준을 두고 조직의 상황에 맞게 선택하는 분 JavaScript TypeScript Golang Python 경험자 Azure GCP 사용 경험자 검색서비스 개발 경험자 Cassandra HBase MongoDB 사용 경험자 Kafka와 RabbitMQ 등 MQ 사용 경험자 Terraform Helm 사용 경험자 Web Frontend Native Client DevOps 경력 보유자 외부 협력사와 협업 경험 보유자 레거시 시스템 재설계 재개발 경험자 대규모 트래픽 대용량 데이터 처리에 대한 경험자 오픈소스 개발기여 경험자
 개인 맞춤형 건강관리 서비스를 제공하는 롯데헬스케어 플랫폼 신규 개발 회원 상품 주문 정산 등 e커머스 기능의 백엔드 서비스 개발 유전자 분석 정보 건강 정보 등 맞춤형 건강 관리를 위한 시스템 연동 및 서비스 개발 대용량 트래픽에도 안정적인 서비스를 위한 시스템 설계 및 개발, 선정에 합리적인 기준을 두고 조직의 상황에 맞게 선택하는 분 서비스와 사용자 중심의 관점과 유연한 커뮤니케이션 역량을 보유하신 분 내가 제안한 설계와 내가 개발한 코드에 대한 비판에도 열린 커뮤니케이션이 가능한 분 헬스케어 도메인에서 무언가를 이뤄보고 싶으신 분 주도적으로 문제를 해결하고 개선해오신 분 e커머스 관련 서비스를 개발해 본 또는 준하는 경험을 하신 분 AWS GCP 등 Cloud 환경에서 비용 최적화를 위해 노력해보신 분 단순하게 반복되는 업무로 고생하는 나와 동료를 위해 누가 요청하지 않았어도 프로세스 개선을 제안하거나 자동화 솔루션을 개발해보신 분 신규 개발팀을 신설해보았거나 개발팀을 리딩해보신 분 오픈소스 개발기여 경험자
 VitalCare의 벡엔드 시스템 설계 및 개발 Python Golang을 이용한 서비스 구축 및 유지보수 MySQL MongoDB 와의 통합 및 데이터 처리 병원 내의 의료 데이터를 안전하게 처리하고 저장하기 위한 기술적인 솔루션 제공 성능 최적화 및 보안 이슈에 대한 지속적인 모니터링과 개선 테스트 코드 작성 및 유지보수 테스트 자동화를 통한 서비스와 코드 품질 보장, Python 또는 Golang을 활용한 백엔드 개발 경험이 5년 이상 또는 그에 준하는 경험 FastAPI 경험 또는 그에 준하는 프레임워크 경험 MySQL및 MongoDB 를 사용한 데이터베이스 설계 및 구현 경험  MongoDB는 중요도 낮음 테스트 코드 작성 경험 백엔드 아키텍처 설계 및 최적화에 대한 이해 ithub을 통한 CI 및 docker 이미지를 통한 CD 경험 또는 이해 의료 데이터 처리에 대한 경험 및 의료 환경에 대한 지식 우대 테스트 코드 작성 및 테스트 자동화에 익숙 Onpremise 환경 및 Cloud 환경에서의 작업 경험 AWS GCP Azure 등 팀 성장을 고민하시는 분
 자사 모바일 어플리케이션 백엔드 시스템 개발 MSA 기반 분석설계개발, 4년 이상 백엔드 개발 경력 및 그에 준하는 경력을 가지신 분 Java Spring Framework 기반 서비스 개발 경험이 있으신 분 REST API에 대한 설계 및 개발 경험이 있으신 분 JPA 기반 개발 경험이 있으신 분 MSA 기반 시스템 개발 경험이 있으신 분 글로벌 서비스 개발 경험이 있으신 분 RDBMS 및 NoSQL에 대한 높은 이해도를 가지고 계신 분 대용량 데이터 처리 경험을 가지신 분 AWS 클라우드를 이용한 서비스 구축 경험이 있으신 분 Reactjs 사용이 가능하신 분 Spring Cloud Batch 등 다양한 Spring 모듈 사용 경험이 있으신 분 타 팀과의 협업에 적극적이고 능동적이신 분 jira slack 등을 통한 협업에 익숙하신 분
스마트팜 인공지능 솔루션 서버 개발AWS 기반으로 한 아키텍처 설계 및 구현작물 생육 관련 데이터 전처리 및 시각화 업무MySQL postgresql Nodejs Expressjs Linux nginx Javascript Python,학력  대졸이상  경력  경력1년 AWS 클라우드 서비스EC2 S3 RDS Lambda를 활용해 프로젝트를 빛낸 경험이 있으신 분 다양한 DBMS예 MySQL PostgreSQL 등를 손쉽게 다루실 수 있는 분  Nodejs 및 Expressjs FastAPI Flask와 같은 Server Framework로 멋진 솔루션을 만들고 싶은 분 프로그래밍 언어로는 Javascript와 Python에 능통하신 분AI를 활용한 자동 데이터 처리와 응용 솔루션 개발에 관심이 많은 분AWS SageMaker로 머신러닝 모델을 개발해본 경험이 있으신 분팀 프로젝트에 필요한 협업툴 사용에 능숙하신 분다양한 경험과 실력을 보여줄 포트폴리오를 가지고 계신 분
 Subscription기반의 의료dental서비스 플랫폼 내 백엔드 개발 다양한 제품군 간에 데이터 및 컨텐츠를 공유하는 contents sharing service의 백엔드 개발 그 외 web기반의 신규 productservice개발을 위한 백엔드 기술 연구 및 개발 Jenkins AWS 통한 서비스 컨테이너 배포 및 관리, 웹 개발 경력 3년 이상 또는 그에 준하는 실력을 보유하신 분 전체 기간이 백엔드 개발 경력이 아니어도 무방 Ruby on Rails ExpressNestJS Django등 백엔드 프레임워크 사용에 능숙하신 분 HTTP 통신에 대한 기본적인 이해 RESTful API에 대한 설계나 개발 경험이 있으신 분 Docker 및 Container에 대한 이해 및 사용이 가능하신 분 Git의 작동원리를 이해하고 사용에 능숙하신 분 CICD 및 DevOps에 대한 이해가 있으신 분 이공학 학사 이상 학위 소지 또는 그에 준하는 연구개발 경험이 있으신 분 Ruby on Rails를 통해 서비스를 직접 작성 및 배포 해 본 경험이 있으신 분 관계형 Database에 대한 이해가 있고 직접 서비스를 위한 DB 구조 설계를 해 본 경험이 있으신 분 서비스 초기 설계부터 개발 출시 운영의 경험이 있으신 분 고도화된 웹 어플리케이션의 제작 경험이 있으신 분 테스트 주도 개발 방법론을 따라 성공적인 개발 경험이 있으신 분 AWS GCP Azure 등에서 Cloud 서비스를 배포 및 운영해 보신 경험이 있으신 분 Container Orchestration 기반 서비스를 베포 및 운영해 보신 경험이 있으신 분 ECS EKS Docker Swarm Kubernetes etc 프론트엔드 사이드의 기술개념에 대한 이해와 기본적인 개발 능력을 가지신 분
VAN 서버 관리VAN 다중화가상계좌 연동결제수단 관리 시스템, 관련 업무 최소 4년 이상대규모 시스템 업무 최소 6년 이상은행 VAN 시스템 업무 경험PG 시스템 업무 경험대규모 시스템 업무 경험Kafka 기반 MSA 업무 경험
 리엑트로 되어 있는 CDS임상의사결정지원 시스템 및 노코드 빌더의 기능 개발 2주 단위 애자일 스프린트로 기능개발 및 요구사항에 대한 의견을 제시합니다 하위 컴퍼넌트 요구사항을 정리하여 신입 및 외주 개발자에게 전달 합니다 리액트 앱과 노코드 빌더 간에 재사용 가능한 컴포넌트를 추출합니다 UIUnit 테스트 코드를 작성합니다 Stodybook  Jest, 자기에게 부여된 역할이나 업가 지나치게 많거나 적을 때 유연하게 주도적으로 관리할 수 있는 능력 예 프로젝트를 제안함 할당된 프로젝트의 분산을 요청 한국어와 영어 커뮤니케이션 스킬영어 필수 디자이너와 다른 개발자와 원격으로도 팀으로써 소통할 수 있는 능력 Typescript React 파이썬 장고 개발 경력 헬스케어 관련 경력
 KiT Producer 서비스 백엔드 개발 Python  Django REST Framework 기반 KiT Producer 서비스 운영에 필요한 Admin 패널 및 업무 자동화 프로그램 개발, Django를 이용해서 웹 서비스를 개발 운영 해보신 분 2년 이상 Django REST Framework에 대한 이해도가 높으신 분 Dockerizing 경험 및 가상 환경에 대한 깊은 이해도를 보유하신 분 ORM기반 개발 역량을 보유하신 분 REST API에 대한 깊은 이해도를 보유하신 분 빌드 테스트 배포까지 Pipeline을 통해 자동화해본 경험이 있으신 분 성장하는 회사에서 같이 개발문화를 만들어나가실 분 긍정적이고 적극적인 커뮤니케이션 스킬 고객의 관점에서 생각하고 이를 서비스에 반영하려는 태도 Django를 이용한 다양한 프로젝트 경험 AWS GCP등 클라우드 인프라에 대한 이해와 사용 경험 TDD 방법론을 이해하고 이를 기반한 개발 경험 하나의 서비스를 개발하고 지속적으로 개선한 경험 Data LakeMart 구축 및 대용량 데이터 엔지니어링에 익숙하신 분
건전지 API 및 백엔드 시스템 고도화건강기능식품 맞춤형 추천을 위한 외부 API 건강정보 등와의 시스템 연동 및 서비스 개발챗봇 기반 건강기능식품 맟춤형 추천 시스템 개발 및 고도화데이베이스 최적화 및 유지보수 ,경력  무관 신입도 지원 가능관련 분야 학사 이상 졸업예정자 포함웹 서비스 기반 백엔드 서버 개발운영 경력 3년 이상 또는 그에 준하는 역량을 가지신 분API RESTful API GraphQL 등 개발 경험이 있으신 분 RDBMS PostgreSQL 등 기반 개발 경험이 있으신 분AWS Azure GCP 기반 인프라 구축 경험이 있으신 분헬스케어 분야에서의 경험이 있으신 분Docker로 개발환경 구축 및 배포 경험이 있으신 분MVP 단위의 서비스 운영 및 배포 경험이 있으신 분 다양한 데이터베이스 시스템 SQL NoSQL 운영 및 최적화 경험이 있으신 분 CICD 파이프라인 구축 및 테스트 자동화 경험이 있으신 분
 통합관리 시스템 웹 개발사용 기술Elasticsearch MySQL Spring Java,  Java Spring MySQL Elasticsearch 개발 경험 네트워크 보안지식 보유
 디지털 광고 플랫폼솔루션서비스 개발 프로젝트 리딩 요구 분석 시스템 설계 및 프로젝트팀 리딩 자체 광고 솔루션 개발 및 유지 보수 프론트백 엔드 서버 등 개발 및 운영 총괄 프레임워크 세팅 및 공통모니터링 도구 작성 서비스에 적합한 인프라를 선정하고 구축 클라우드 비용 최적화 최신 기술 트렌드 파악 및 적용 검토 업무 프로세스 문서화 및 팀원들 기술 교육, 7년 이상의 개발 경험nodejs java c PHP java nodejs 등이 있는 분 프로젝트 리딩 경험이 있는 분 서비스 런칭 및 운영 경험이 있는 분 어플리케이션솔루션엔터프라이즈 설계자 역할이 가능한 분 비즈니스제품기술 과제에 대해 전략적 사고판단 능력이 있는 분 문제 해결을 위한 최적의 도구를 선택할 수 있는 분 시스템 분석 및 설계 가능한 분 Container 기반 환경에 대한 경험이 있는 분 IT 관련 학과를 졸업한 분 광고 플랫폼 설계 및 개발 경험이 있는 분 대용량 시스템 설계 및 개발 경력이 있는 분 유연하고 효과적인 커뮤니케이션 능력이 있는 분 팀원들과 잘 소통하여 프로젝트 리딩이 가능한 분 긍정적인 마인드와 열린 자세를 가진 분 포트폴리오 및 git 제출한 분
 글로벌 이커머스 플랫폼Amazon Shopify 등등과 연계한 주문 재고 배송 관리 창고와의 연계를 통한 실 재고 관리 및 재고 최적화 주문 재고 배송 데이터 분석 시각화,을 갖춘 분 2024년 2월 졸업 예정자 포함 frontend 혹은 backend 개발 경험 TypeScript  Node  Express  Vue 유경험자 AWS  Azure  Google Cloud 상에서 서비스를 개발한 경험
 포지션 소개백엔드 서버 개발 및 운영채용중인 백엔드 개발자 포지션은 서버개발팀에서 딥러닝 모델에 대한 서빙과 분산처리를 포함하여 내부 시스템의 백엔드 아키텍처를 개발 및 운영하고 요청에 대한 분산처리 및 지속 통합 분리를 통해 단단한 백엔드 구조를 만듭니다 업무내용 사내 앱웹 AI 서비스에 대한 백엔드 API 등 개발 대용량 트랜스액션 데이터 처리를 위한 플랫폼 설계 및 구현 안정적이고 효율적인 데이터처리를 위한 플랫폼 설계 및 구현 서버 인프라 관리 및 모니터링 데이터 최적화 및 구조 개선 테스트로 발견되지 않은 런타임 사고대응, 백엔드관련 경력 3년이상 Spring 환경에 대한 이해 및 이를 활용한 서비스 개발경험이 있는 분 Spring Framework의 구조와 Life Cycle에 대한 이해가 있는 분 웹 서비스의 일반적인 아키텍처에 대한 이해 및 RESTful API설계역량을 가진 분 Test Code 작성 및 Test 자동화 경험이 있는 분 데이터베이스 트랜스액션 최적화 경험이 있는 분 RabbitMQ Kafka MySQL Redis 중 하나 이상의 사용경험과 이해가 있는 분 객체지향개발 리팩토링 및 자동화테스트에 대한 기본지식을 갖춘 분 Spring Cloud 경험이 있으신 분 Reactive Java 경험이 있으신 분 비동기 프로그래밍 등 고성능 어플리케이션 개발경험이 있으신분 MSA에 대한 깊은 이해와 경험이 있으신 분 분산처리시스템에 대한 성능 최적화 역량 및 경험을 가지신 분 다양한 Storage에 대한 경험 및 최적화 역량을 가지신 분 Kubenetes구축 및 운영 경험이 있으신 분 리눅스 환경에서 개발 및 운영경험을 보유하신 분
 산업용 장비 SW관련 웹 백엔드 작업 및 API 개발, 학력 대졸 이상 전공 컴퓨터공학과 소프트웨어과 등 경력자인 경우 프로젝트 진행이 가능한 개발언어JAVACCPython 능력 보유자 프론트엔드 및 백엔드 등 웹개발 경험 네트워크 구축 및 시스템 구축 신재생에너지 및 장비제어 관련 경력자 공공기관 프로젝트 경험
  Java를 사용한 서버 개발 및 유지 보수  기존 시스템 분석 및 성능 최적화  사용자 요구사항 및 비즈니스 로직 파악 후 설계 및 구현, 개발 경력 3년 이상 Java 기반 Spring Framework RDBMSMSSQL 등를 이용한 개발 경험자 원활한 커뮤니케이션 및 협업 능력을 가지신 분 성장하고자 하는 의지와 욕구가 강력한 분 해외 여행에 결격 사유가 없는 자 테스트 코드 작성 및 코드 리뷰에 적극적인 분 서비스 운영 및 지속적인 구조 개선을 위해 노력하는 분 JPA Hibernate 등 ORM 경험이 있는 분
합류하시면 이런 일을 함께 해요 SaaS 솔루션이 끊김없이 제공될 수 있도록 고가용성을 갖춘 서버를 비용 최적화하여 개발하고 운영해요 온디멘드 서비스 뿐 아니라 AWS Lambda와 같은 서버리스 서비스들도 적극 활용하고 있어요 PO 프론트엔드 엔지니어와 소통하며 요구사항 스펙에 맞춰 API를 개발해요 API 기획 명세서를 작성하고 관리해요 지속적으로 쉽고 빠르게 개발할 수 있도록 코드 모듈화 퀄리티 향상에 앞장서요,와들은 이런 분을 찾고 있어요 FastAPI Flask를 사용하여 REST API를 제공하는 백엔드 서버 개발 역량을 갖춘 분 AWS EC2 S3 RDS Lambda 서비스를 능숙하게 이용하실 수 있는 분 SaaS 프로덕트의 서버를 설계하거나 배포한 경험이 있다면 더욱 좋아요 와들은 다음의 개발 스택을 활용하고 있어요 Python 310 Fast API Flask PyTorch AWS EC2 ELB ASG API Gateway RDS Lambda이런 성향을 가진 분과 함께하고 싶어요 확장성 재사용성을 고민하며 개발하고 이러한 문화와 개발 환경 구축에 관심이 많으신 분 여러가지 상황을 깊게 고려하여 안정성 있는 개발을 추구하는 분 개발 과정에서 얻은 레슨런을 팀 내부에 전파하며 함께 성장하실 분 코드 리뷰 포스트 모템 작성 등 개발 조직의 문화에 관심이 있는 분
 금융 VAN 서비스 및 펌뱅킹원화외화 시스템 고도화 및 연계 개발 및 운영 대외 연계 모듈 모니터링 등 개발 및 운영,필수기술 C 언어 DB 사용 경험이 있으신 분 리눅스 사용 경험이 있으신 분 효과적인 의사 전달 및 협업에 능하신 분 기존 시스템의 파악 및 개선에 적극적인 분 배움에 열정이 있고 오랫동안 함께하며 서로 힘이 되어 줄 분 VAN금융 서비스 운영 및 개발 경험이 있으신 분 C언어 기반의 ProC 개발 경험이 있으신 분 IPCInter Process Communication 통신 개발 경험이 있으신 분 Linux 개발 경험 shell script 사용 경험이 있으신 분 TCPIP 네트워크 프로그래밍 경험이 있으신 분 Architecture 개선 및 설계 경험이 있으신 분 Legacy 시스템 업무 전환 경험이 있으신 분 DB설계 경험 Oracle 사용 경험 OLTP 경험이 있으신 분 Multi_Process 경험 및 이해도가 있으신 분
 Python 퀀트 알고리즘 리팩토링 알고리즘 운용 자동화 백엔드 개발, Python 프로그래밍 언어 및 Pandas 라이브러리 활용 능력 원활한 커뮤니케이션 능력 파이썬 데이터 병렬처리 및 고속화 관련 지식 Numba Ray 등 FastAPI Django Flask 등 파이썬 웹 백엔드 프레임워크 경험 국내  해외 주식 재무데이터에 대한 이해
