주요 업무,자격요건 및 우대사항
 브랜드와 인플루언서를 매칭하여 매출을 만들어내는 팀입니다 플랫폼에서 활동하는 인플루언서들이 선호할만한 상품을 소싱하고 관련 벤더 입점을 진행합니다 인플루언서들의 컨셉과 타겟을 반영하여 적합한 제품을 제안하고 공동 구매를 기획합니다 라이브커머스 프로필 링크 등 인플루언서와 연관된 다양한 커머스 업무를 진행합니다,없음  플랫폼 혹은 벤더사 MD 경력이 있는 분 매출을 만들어낼 역량과 감각이 있으신 분 협업 및 커뮤니케이션 역량이 뛰어난 분 업무를 진행함에 있어 주도적인 분 책임감이 강하고 성실한 분 업무에 대해 무서워 하지 않고 당차게 들이댈수 있는 분 그리고 무엇보다도 저희와 코드가 맞는 분일 외에는 간섭안하고 일을 통해서 자신을 완성하고자 하는 분
 루아페 라비킷 에르고바디 커뮤니티 중심 이벤트 및 체험단 운영 인플루언서 마케팅 전략 기획 인플루언서 섭외 및 커뮤니케이션,필수 Skillset 커뮤니티 인플루언서 커머스 및 협찬 관련 경력이 1년 이상이신 분 인플루언서 마케팅 기획 및 컨텐츠 디렉팅이 가능하신 분 경쟁사 분석 및 트렌드 분석 역량이 있으신 분필수 Mindset다양한 이해관계자들과 원활한 커뮤니케이션이 가능하신 분피드백에 대하여 긍정적으로 받아들이고 개선하려는 의지가 있는 분주도적으로 배우고자 하는 의지가 있는 분 유관업계 미디어커머스브랜드 마케팅 경험이 있으신 분
 비플레인 SNS 콘텐츠 기획 및 운영 관리 비플레인 서포터즈 체험단 등 바이럴 운영 인플루언서 마케팅 기획 및 운영 연간 브랜딩 캠페인 운영 서포트, SNS 운영 콘텐츠 기획 경력이 2년 이상이신 분  뷰티 유튜버에 흥미와 관심도가 높으신 분 창의적이고 전략적인 콘텐츠 기획 역량을 보유하신 분브랜드 SNS 관리 경험자인플루언서 마케팅 경험자
 대행사 대상 디지털광고 캠페인 기획운영 광고 효과성과 분석 및 리포팅 대행사 대상 신규 캠페인 제안 및 클라이언트 커뮤니케이션, 미디어 에이전시 광고대행사 등 AE 경력이 최소 1년 이상이신 분 디지털 광고 캠페인 집행운영 경험을 보유하신 분 문제 해결 역량과 성과목표 지향적 성향을 보유하신 분 도전적이고 포기하지 않는 강인한 의지가 있으신 분 미디어렙사 경력을 보유하신 분 MS OfficeExcel Power Point 등 사용 능력이 우수하신 분 
 퍼포먼스 마케팅 게임보험 디지털 미디어 전략 수립 및 기획 데이터 분석 및 인사이트 도출 클라이언트 커뮤니케이션 및 관리 컨텐츠 기획, 국내외 4년제 학사 이상 대행사 혹은 인하우스 퍼포먼스 마케팅 실무 3년 이상 경력이 있는 분 SA 및 DA페이스북 구글 등 중심의 웹 마케팅 또는 앱 마케팅 매체 활용이 가능하신 분 GA 활용 및 분석이 가능하신 분 엑셀 및 파워포인트 활용이 능숙하신 분 제안 및 PT 경험이 있는 분 외국어가 가능하신 분
1 인플루언서 발굴 및 커뮤니케이션 2 인플루언서 커머스에 적합 브랜드 상품 큐레이션 3 SNS 마켓 운영 및 관리 네이버스마트스토어4 구매 고객 CS관리 제품 문의 상담 배송 발주서 관리,1 인플루언서 마케팅커머스에 관심 있으신 분2 트렌드에 관심이 많고 제품브랜드 발굴에 흥미가 있으신 분 3 인플루언서 공동구매마케팅 커리어를 만들고 싶은 분 4 고객 커뮤니케이션에 능숙하신 분 1 인플루언서 커머스 운영 경험이 있으신 분 2 MCN 인플루언서 마케팅 회사 등의 경력 또는 네트워크를 구축하고 계신 분 3 소셜미디어 플랫폼Instagram Youtube Tiktok 네이버 블로그 등에 대한 이해활용도가 높은 분 4 원만한 커뮤니케이션 능력 대인관계 역량을 지니신 분 5 스타트업에 대한 풍부한 이해
부스터스의 커머스 콘텐츠 PD 뷰티 는 부스터스가 보유하고 인수 예정인 뷰티 브랜드들의 구매전환 영상 콘텐츠를 기획하고 촬영부터 편집 제작을 총괄하는 업무입니다  인수 브랜드의 브랜드 방향성과 상품 USP에 대한 분석을 토대로 각 브랜드들의 영상 콘텐츠를 빠르게 기획 및 제작하여 신규 고객 확보와 매출 클릭 등 목적 지표를 개선해나가는 역할을 담당합니다 부스터스의 뷰티 브랜드들의 영상 콘텐츠를 기획하고 촬영 및 편집을 총괄 콘텐츠 촬영을 위한 전반적인 계획을 수립하고 세부적인 디렉팅 제작한 콘텐츠의 데이터 트래킹 및 이에 따른 콘텐츠 개선 작업 담당 뷰티 브랜드의 지표 개선을 위한 다양한 콘텐츠 기획 및 제작 상세페이지 내 GIF 영상 등, 경력 커머스 혹은 브랜드사에서 콘텐츠 마케팅 또는 PD 경력 2년 이상 보유하신 분 뷰티 카테고리를 경험하신 분 촬영 장비 카메라 조명 영상 및 음향 관련 장비 활용이 능숙하며 이해도를 보유하신 분 Adobe 계열 영상 편집 툴 활용 중급 이상이신 분 Adobe After Effects Adobe Premiere 등 매출 클릭 인게이지먼트 등 목적 지표가 명확한 콘텐츠를 기획제작해보신 분광고 콘텐츠 포트폴리오 제출 필수 미디어 커머스 커머스 플랫폼사 또는 브랜드사 에이전시 근무 경력을 보유하신 분 뷰티 또는 소비재 브랜드 관련 콘텐츠를 기획부터 촬영까지 전반적인 과정을 담당하신 분 최신 트렌드에 민감하고 평소 다양한 콘텐츠를 접하기를 즐기시는 분 타 부서와의 커뮤니케이션이 원활하며 자유로운 피드백 교환을 통해 더 나은 결과물을 낼 수 있는 분 틱톡 인스타그램 릴스 유튜브 쇼츠 등 숏폼 콘텐츠 제작 경험자
에프앤엘의 인플루언서 마케팅 팀장은 플라이밀 브랜드와 제품들을 홍보판매할 수 있는 인플루언서를 발굴설득하여 인플루언서 마켓 및 PPL을 활성화하는 역할을 합니다 다양한 대내외 이해관계자와의 커뮤니케이션 스킬 영업력과 더불어 팀원의 퍼포먼스를 이끌어낼 수 있는 리더십이 중요합니다  인플루언서 마케팅 팀 관리 KPI 달성을 위한 전 과정 총괄 제품에 적합한 SNS 인플루언서유튜버 신규 섭외 및 마켓 진행 관리 인플루언서유튜버 콘텐츠 가이드 제공 인플루언서와의 소통을 통한 신규 브랜드제품 기획 방향성 도출, 인스타그램 or 유튜브 공동구매 관련 업무 경험이 3년 이상 있으신 분 뷰티 전문 MCN 벤더사와 직접 소통하신 경험이 있으신 분 논리적이고 적극적인 커뮤니케이션 스킬을 보유하신 분 적극적인 업무 태도와 끈기를 지니신 분 동시에 다양한 업무를 처리할 수 있는 우선순위 설정 역량이 있으신 분 2인 이상의 팀원 부사수를 이끌어본 경험이 있으신 분 가공식품 및 뷰티 카테고리에 대한 이해도가 있으신 분 평소 SNS 유튜브 채널의 인플루언서 및 그들의 컨텐츠에 관심이 많은 분 Slack Notion Gsuite 사용 경험이 있으신 분
 글로벌 웹 사이트 컨텐츠 운영 운영 업무 프로세스 기획 및 Service Request 관리 글로벌 웹 운영 프로세스와 웹 제작운영 가이드라인 배포 글로벌 웹 컨텐츠 운영 개선 방안 및 기획 운영 서비스 기획에 따른 서비스 런칭 및 후속 관리 운영 KPI 모니터링 각 국가별 운영 현황 파악 잠재 이슈 확인 및 운영 성과 개선 과제 실행 고객 커뮤니케이션 요청 사항 응대 관련 부서와의 협업을 통해 이슈 해결 지원 서비스에 대한 만족도 조사 PMO 업무 운영 현황 보고서 작성 주간월간, 컨텐츠 기획제작현지화 프로세스에 대한 이해 CMScontent management system 운영 경험 영어 커뮤니케이션 원활 이메일 커뮤니케이션 컨퍼런스 콜 진행 영문 보고자료 작성 PPTExcel 리포트 작성 원활 웹 사이트 확산 및 운영 경험 PMO 경험자 선호 퍼블리셔 업무 이해
 효과적 효율적인 마케팅 실행을 통해 미리캔버스 글로벌 유효 고객 수와 매출을 폭발적으로 성장시킬 수 있는 마케팅 업무를 담당합니다 다양한 마케팅 영역과 방법 중 강점이 있는 부분을 진행하고 그렇지 못한 부분은 팀원 외주 업체와의 협업을 통해 보완합니다  마케팅 영역  디지털 콘텐츠 소셜 미디어 SEO SEM ASO 이벤트 프로모션 가격 브랜드 등 린스타트업 방식 가설  실행  측정  학습으로 애자일하게 마케팅 업무를 진행합니다  역량과 희망에 따라 마케팅 챕터의 채용 훈련 코칭 등 리더십 역할을 담당할 수 있습니다 , 미리캔버스 글로벌 고객 수를 폭발적으로 성장시킬 수 있는 비전과 실행 계획을 깊게 논의하실 수 있는 분 원어민 혹은 비즈니스 레벨 이상의 영어 능력을 갖추고 계신 분 성공 경험을 바탕으로 미리캔버스의 성장을 위한 구체적이고 빠른 실행을 이끌 수 있는 분 외주 업체와 효과적으로 협업할 수 있는 강력한 커뮤니케이션 능력과 리더십이 있으신 분 마케팅 성과를 정량적으로 분석할 수 있는 데이터 기반의 그로스 마케팅 역량을 갖추신 분 만 7년 이상의 글로벌 마케팅 경험 성공했거나 급성장 중인 프로덕트 서비스에서 관련 업무를 진행한 경험이 있으신 분 창업 혹은 스타트업에서 주도적으로 업무를 수행한 경험이 풍부하신 분 미리캔버스 관련 도메인 업무 경험이 풍부하거나 지식이 있으신 분 온라인 디자인  프레젠테이션 제작 툴에 대한 비전을 고민해 보신 분 기술 제품 또는 서비스의 마케팅 경험이 있으신 분 다양한 마케팅 자동화 도구의 사용 경험과 외주 업체 협업 경험이 있으신 분 다양한 배경의 팀원들과 효과적으로 협업할 수 있는 강력한 커뮤니케이션 능력 및 리더십을 바탕으로 채용 팀원 육성 코칭 성과 평과 피드백 제공이 가능하신 분 마케팅 매니저에게 담당하는 서비스는 매우 중요하다고 생각합니다 여러분의 소중한 시간을 투자할 가치가 있는 미리캔버스인지 한번 더 고민 후 지원해 주세요
 글로벌 대기업의 닷컴 콘텐츠 기획CategoryPLPPDP    디지털 운영 전략 수립 및 콘텐츠 기획 업무 최신 트렌드 및 신기술을 적용한 창의적인 아이디어 도출 광고주 커뮤니케이션 , 디지털 콘텐츠 및 플랫폼 UXUI 관련 제반 지식이 있으신 분 디지털 환경 전반에 대한 높은 이해도가 있으신 분 적극원활한 커뮤니케이션 역량 광고대행사 경력 및 AE역할 경력자 우대 D2C기반의 마케팅 전략 수립 및 커뮤니케이션 방향성 수립 글로벌 디지털 콘텐츠 기획 or 글로벌 웹사이트 구축 or 글로벌 디지털 서비스 운영 경험 있으신 분 생활가전 및 TVAV산업에 대한 이해도를 바탕으로 뎁스 있는 고객 경험 설계 광고홍보학 신문방송언론미디어학 시각디자인 학과 우대 영어 능통자 우대 컴퓨터 및 MSOffice 어도비 프로그램 숙련자 우대
1 B2B 리드 제너레이션 목적의 콘텐츠 기획과 제작 신규 리드 확보를 위한 백서 뉴스레터 웨비나 기획과 제작배포 검색엔진최적화SEO에 대한 이해를 바탕으로 오가닉 사용자 상승을 위한 블로그 아티클 기획과 제작2 B2B 리드 너처링 목적의 마케팅 캠페인 운영 리드 퍼널 및 타겟 세그먼트에 따른 이메일 자동화 기획과 운영  잠재 고객 및 기고객 관계 관리 차원의 오프라인 이벤트 기획 및 실행 초기 세일즈 담당 부서와의 커뮤니케이션 및 협업 영업팀과의 유기적인 협업을 통해 계약 논의까지 기대할 수 있는 신규 기업 발굴, 콘텐츠 기획 제작 관련 업무 경험이 있으신 분 실용적인 글쓰기 역량을 바탕으로 다양한 콘텐츠 제작에 열려 있는 분 기업 간 거래B2B의 특성을 이해하여 잠재 고객사의 다양한 이해관계자를 설득할 수 있는 카피라이팅이 가능하신 분 B2B 비즈니스에서의 콘텐츠 마케팅 또는 브랜드 마케팅 경험이 있으신 분 검색엔진최적화SEO에 대한 기본적인 이해도가 있으신 분 B2B 고객 관리를 위한 CRM 툴 활용 경험이 있으신 분 
 디지털 콘텐츠웹드라마웹예능브랜디드 콘텐츠 기획 및 제안 실행 리딩 소셜 채널SNS 채널 마케팅 전략 수립 및 콘텐츠 기획운영제안 기획서 및 제안서 작성전략기획컨셉도출운영방안 콘텐츠 운영에 필요한 비즈니스 협업 조율진행 클라이언트 커뮤니케이션 등 AE 업무 전반, 포트폴리오 필수 제출회사 또는 개별 프로젝트가 담긴 포트폴리오 프로젝트 별 참여역할 및 참여도 기재 프로젝트 관리와 커뮤니케이션 스킬이 뛰어나신 분 논리적이고 유연한 사고로 취지에 맞는 콘텐츠 전략제안 수립이 가능하신 분 광고주 영업 및 디지털 캠페인 기획과 집행 경험 비딩 제안서 작성 경험자 최신 미디어 트렌드에 밝은 분 IMC 마케팅 및 디지털 캠페인 운영관리 경험 SNS 채널 기획운영 경험 대형광고주 경험 유사 미디어 업계 종사 경험
 그로스 마케팅 전반의 업무 마케팅 외주 협력사 핸들링 고객 퍼널별 마케팅 플랜 수립 구체적 목표 수립과 지표  달성을 위한 전략실행계획 수립 각종 온라인 광고 매체별 실험 전략과 관리 CRM기획 및 관리 그 외 전사적 마케팅 전략 수립 컨텐츠 아이디어 협력 멀티미디어 기획마케터와 협력, 학력  고등학교 졸업 이상 경력  2년 이상 데이터 기반 분석계획 수립개선이 가능한 가능한 데이 터 문해력 분석 Tool 활용 역량 다양한 실험을 통해 효율유입을 개선한 경험이 있으신 분 다양한 영역의 카피라이팅에 능하신 분 능동적인 업무 수행 및 다양한 직군의 사람들과의 원활한 의사소통 능력 분야 경계 없이 올라운더 마케터로 성장하고 싶은 욕심이 있으신 분 데이터를 기반으로 서비스를 성장시켜 본 경험이 있으신 분 카피라이터 경험이 있으신 분 마케팅 기회를 스스로 발굴하는 자기주도성을 갖추신 분 영어 가능자 읽기 쓰기
 퍼포먼스 광고 매체 운영 구글 페이스북 네이버 등 국내외 광고매체  캠페인 운영 광고에 필요한 소개 기획 및 제작 운영 참여 자사몰 진행 프로모션 기획 및 운영 신규 매체 발굴 및 AB 테스트를 통한 성과 도출 대행사 및 관련 업체 소통, 관련 경력 3년 이상 구글 페이스북 등 국내외 매체 운영 경험이 있으신 분 논리적인 사고를 토대로 가설을 세우고 이에 맞는 실행과 결과 도출 과정을 경험해 보신분 이에 맞는 성향을 갖고 계신 분 각 매체별 특성을 파악하고 계신 분 프로모션을 기획 및 운영해 본 경험이 있으신 분 디지털 마케팅 생태에 대한 이해가 충분하신 분 브랜드 기획 및 운영 해보신 분 인하우스 마케터로서 경력 있으신 분 포트폴리오 첨부 필수 반려동물에 대한 이해도가 높으신 분 퍼포먼스 대행사 혹은 인하우스에서 브랜드 전반적인 퍼포먼스 마케팅 경험이 있으신분 각종 컨텐츠 제작 경험이 풍부하신 분 리빙 패션 트렌드에 관심이 많으신 분 커머스에 대한 이해도가 높으신 분 수동적인 마인드가 아닌 능동적이며 자발적으로 문제에 대한 해결 방안을 찾아내는 분
 광고주 캠페인 최적화를 위한 다양한 방법 제안 매체 제안 소재 제안 등 클라이언트 광고 제안시장조사 제안서 작성등 미디어 렙사 디자이너 개발자 등의 비즈니스 파트너들과의 협업을 위한 커뮤니케이션 매체 운영SA DA FB YouTube DSP 등 디지털 전 매체 결과에 따른 디지털 마케팅 퍼포먼스 분석 디지털 미디어믹스 전략 기획 및 제안 리서치애드 앱애니 등을 활용한 디지털 마케팅 시장 자료조사 주간 월간 광고 성과 리포트 작성 및 광고주 커뮤니케이션, 광고 에이전시 미디어렙 등 디지털 마케팅 경력이 1년 이상이신 분 논리적인 커뮤니케이션으로 구성원들과 협업이 가능하신 분 주도적이며 능동적으로 사고하고 계획실행분석을 완벽하게 하고 싶으신 분 앱웹 마케팅 데이터 기반 마케팅 등 전반적인 디지털 마케팅 방법론을 발전시키고 싶으신분 데이터  Tech 기반으로 폭발적으로 성장하는 디지털 마케팅 시장의 주인공이 되고 싶으신 분 트래킹 툴 사용 경험이 있으신 분 GA 애드브릭스 브랜치 앱스플라이어 등 Excel PowerPoint 사용 능력이 우수하신 분 데이터 기반 최적화 경험이 있으신 분 원활한 커뮤니케이션 능력이 있으신 분 통계 분석 능력이 우수하신 분 최신 디지털 마케팅 트렌드와 신규 매체에 대해 관심과 호기심을 가지고 탐구하고자 하시는 분
온라인광고대행 쇼핑몰컨설팅 키워드광고 DA광고 SNS광고 바이럴광고 모바일광고,  학력  학력무관  경력  경력자우대  분석력이 좋으신분 집중력이 좋은 사람 환영  마케팅에 대한 관심이 많고 분석하는 업무를 좋아하는 직원이라면 OK
 클라이언트 광고 운영 PM 클라이언트 광고 제안 PM확장제안 비딩참여등 캠페인 TF 조직 운영 KPI 달성을 위한 가설 설정 및 검증 데이터 기반의 의사결정 및 Insight 발굴 미디어 렙사 디자이너 개발자 등의 비즈니스 파트너들과의 협업을 위한 커뮤니케이션 매체 운영SA DA FB YouTube DSP 등 디지털 전 매체 결과에 따른 디지털 마케팅 퍼포먼스 분석 디지털 미디어믹스 전략 기획 및 제안 리서치애드 앱애니 등을 활용한 디지털 마케팅 시장 자료조사, 광고 에이전시 미디어렙 인하우스 마케팅 등 디지털 마케팅 경력이 3년 이상이신 분 클라이언트 or 캠페인 전반 PM 경험이 있으신 분 TF 팀 or 조직관리 경험이 있으신 분 주도적이며 능동적으로 사고하고 계획실행분석을 완벽하게 하고 싶은 분 앱웹 마케팅 데이터 기반 마케팅 등 전반적인 디지털 마케팅 방법론을 발전시키고 싶으신 분 데이터Tech 기반으로 폭발적으로 성장하는 디지털 마케팅 시장의 주인공이 되고 싶으신 분 트래킹 툴 사용 경험이 있으신 분 GA 애드브릭스 브랜치 앱스플라이어 등 Excel Powerpoint 사용 능력이 우수하신 분 데이터 기반 최적화 경험이 있으신 분 원활한 커뮤니케이션 능력이 있으신 분 분기 연간 단위의 데이터 통계 분석을 통해 새로운 Insight를 발굴하실 수 있는 분 제안서 작성 비딩 발표 등 RFP 대응 경험이 있으신 분
온라인 광고 대행SNS 광고 운영  컨텐츠 제작,학력  학력무관경력  컨텐츠 제작 또는 광고 관리 경력 1년 이상포트폴리오 필수포토샵 능숙자 센스있는 감각 소유자영상 제작 가능 및 활용 가능쇼핑을 좋아하고 쇼핑을 많이하는 직원이라면 OK포토샵 능숙자 센스있는 감각 소유자영상 제작 가능 및 활용 가능쇼핑을 좋아하고 쇼핑을 많이하는 직원이라면 OK
온라인광고대행 쇼핑몰컨설팅 키워드광고 DA광고 SNS광고 바이럴광고 모바일광고,  학력  학력무관  경력  경력자우대  분석력이 좋으신분 집중력이 좋은 사람 환영  마케팅에 대한 관심이 많고 분석하는 업무를 좋아하는 직원이라면 OK
 컨텐츠 마케팅 전략 기획 블로그 관리 업무 SNS바이럴 마케팅 콘텐츠 제작 관리 인플루언서 모집 관리 및 대행사 관리, 미적 감각을 겸비한 다재 다능한 마케터 Adobe Photoshop Illustrator 기본 사용 가능하신 분 디지털 광고 매체에 대한 관심이 높으신 분 유쾌하고 긍정적인 마인드를 가지신 분 대화와 소통을 좋아하고 공감 능력이 좋은 분 목표 지향적인 마인드와 유연한 태도를 가지신 분 마케팅 콘텐츠 디자인 제작 경력이 있으신 분 SEO 관련 지식이나 경험이 있으신 분 엔구 서비스를 잘 알고 계시는 분
 세일즈 목표 관리 및 영업 전략 수립 대행사 대상 신규 시장 기회 발굴 인아웃바운드 세일즈 및 미팅 리드 대행사 대상 미디어 플래닝 및 미디어 플랫폼 운영 관리 신규 매체 발굴 및 광고 매체 상품 기획, 미디어렙사 매체사 종대사 미디어팀 등 유관 업계 경력을 최소 5년 이상 보유하신 분 문제 해결 역량과 성과목표 지향적 성향을 가지신 분 팀 리딩 경험이 있으신분 조직 세팅 및 리딩 경험이 있으신 분 도전적이고 포기하지 않는 강인한 의지가 있으신 분 세일즈를 넘어 전략적인 사업 확장 리드 경험을 보유하신 분 국내 광고 시장 구조와 디지털 매체에 대한 이해도가 높으신 분 디지털 매체 및 OOH 오프라인 미디어 파트너쉽 체결 경험을 비롯한 매체 업무 경험을 보유하신 분
